,Restaurant_Name,Category,Locality,Known_For2,Id
1045,Cinch,"North Indian, Chinese, Continental, Thai, Lebanese, Mexican, Kebab"," Gaur Central  Mall, Raj Nagar, Ghaziabad","Gulkand Ice Cream, Butter Kulcha, Tangdi Chicken, Schezwan Fried Rice, Paneer Tika, Soups",1046
1046,Bruxie,"Burger, Sandwich, Fast Food, Beverages, Desserts"," Ambience Mall, DLF Phase 3, Gurgaon","Fried Chicken Meal, Dessert Waffle, Chicken Tenders, Waffles, Sandwich, Burgers",1047
1047,Instapizza,"Pizza, Fast Food"," Sector 37, Gurgaon","Chicken Sausages, Pepperoni Pizza, Pizzas, Veg Pizza, Brownie, Corn",1048
1048,MOC - The American Restaurant,"Burger, Fast Food, Beverages"," Mayur Vihar Phase 1, New Delhi","Fried Chicken, Peri Peri Fries, Rice Bowl, Chicken Wings, Wrap, Chicken Burger",1049
1049,City Spicee,"North Indian, Chinese"," NIT, Faridabad","Afghani Chaap, Deluxe Thali, Salad, Butter Chicken, Biryani, Momos",1050
1050,Khalsa,"North Indian, Mughlai"," Punjabi Bagh, New Delhi","Bheja Fry, Matka Murgh, Matki Chicken, Afghan Chicken, Tawa Chaap, Fish Tikka",1051
1051,Saffron - Trident Gurgaon,"North Indian, South Indian, Kebab, Mughlai, Beverages, Desserts"," Trident, Udyog Vihar, Gurgaon","Lamb Curry, Laal Maas, Rasmalai, Sweet Dish, Kababs, Thali",1052
1052,Auntie Fung's - Asian Street Food,"Asian, Chinese, Thai, Burmese, Vietnamese, Japanese, Indonesian, Momos"," DLF Galleria, DLF Phase 4, Gurgaon","Bao Bun, Szechwan Chicken, Burmese Khowsuey, Chicken Yakitori, Prawn Noodles, Pho",1053
1053,The Lo-cal Kitchen,"Cafe, Healthy Food, Salad, Wraps, Desserts, Sandwich"," Greater Kailash 1 (GK1), New Delhi","Detox Salad, Whole Wheat Spaghetti, Carrot Juice, Mixed Fruit Juice, Whole Wheat Pasta, Peri Chicken",1054
1054,Gallery Café - Hyatt Place,"Cafe, Asian, North Indian, Desserts"," Hyatt Place Gurgaon, Gurgaon","Dinner Buffet, Sunday Brunch, Waffles, Chole, Salads, Gulab Jamun",1055
1055,Champaran Meat House,"North Indian, Mughlai"," Laxmi Nagar, New Delhi","Economical, Good Crowd, Great Recommendations, Polite Staff, Seating, Good Taste",1056
1056,Mogli's Coffee,"Italian, Continental, Sandwich, Beverages, Cafe, Desserts"," PVR City Centre Mall, MG Road, Gurgaon","Kit Kat Shake, Coffees, Cappuccino, Oreo Shake, Cold Coffee, Shakes",1057
1057,Punjabi Dhaba,North Indian," Rohini, New Delhi","Chana Masala, Malai Kofta, Paneer Butter Masala, Chaap, Dal Makhni",1058
1058,The Chow,"Chinese, Thai, Momos"," Rohini, New Delhi","Tai Chi Chicken, Chicken Dimsums, Hakka Noodles, Spring Rolls, Soup, Chinese Food",1059
1059,Sparrows At Home Cafe,"Cafe, Desserts, Fast Food, Beverages, Pizza, Sandwich, Salad"," Hajipur, Noida","Chocolate Cookies, Walnut Cake, French Toast, Hot Coffee, Pancakes, Cappuccino",1060
1060,Hot & Crusty,"Fast Food, Desserts, Beverages"," Narela, New Delhi","Aloo Tikki Supreme Burger, Fried Cheese, Gravy Momo, Loaded Fries, Kit Kat Shake, Peri Fries",1061
1061,The Flashback,"Italian, Chinese, Continental, American"," Rajendra Place, New Delhi","Garlic Bread with Cheese, Hazelnut Coffee, White Pasta, Grilled Sandwich, Cheesy Fries, Grilled Fish",1062
1062,Excuse Me Boss,"North Indian, Chinese, European, Fast Food, Continental"," MGF Metropolitan Mall, Saket, New Delhi","Maharaja Platter, Tandoori Veg Platter, Grilled Chicken Breast, Cocktail, Virgin Mojito, Chicken Wings",1063
1063,Wangchuk's Tibetan Kitchen,"Tibetan, Chinese, Momos"," Rodeo Drive, Sector 49, Gurgaon, Gurgaon","Chicken Shumai, Authentic Tibetan Food, Steamed Chicken Momo, Tingmo, Momos, Sauce",1064
1064,Zarra Si Biryani,"Biryani, North Indian, Mughlai"," Baani Square, Sector 50, Gurgaon","Egg Biryani, Mutton Biryani, Chicken Malai Tikka, Chicken Biryani, Gulab Jamun, Starter",1065
1065,For God's Cake,Bakery," Gujranwala Town, New Delhi","Potato Twisters, Chocolate Frosting, Eclair Pastry, Gooey Chocolate, Choco Chip Pastry, Snicker Shake",1066
1066,Jain Coffee House,Fast Food," Chandni Chowk, New Delhi","Fruit Sandwich, Veg Sandwich, Cold Coffee, Shakes, Chutney",1067
1067,Play Pizza,"Italian, Fast Food, Beverages, Desserts, Salad, Pasta, Pizza"," Laxmi Nagar, New Delhi","Choco Bomb, Garlic Bread Exotica, Cheese Burst, Paneer Pizza, Pizzas, Veg Pizza",1068
1068,New Sher A Punjab,North Indian," DLF Phase 3, Gurgaon","Panneer Butter Masala, Tandoori Chaap, Kadhai Chicken, Butter Roti, Chilli Potato, Butter Naan",1069
1069,Gourmet Nirvana,"Pizza, Italian, Sandwich, Fast Food, Beverages, Burger"," Sector 37, Noida","Veg Extravaganza Pizza, Sauteed Vegetables, Potato Wedges, Oreo Shake, Sandwich, Garlic Bread",1070
1070,THC - The Hunger Cartel,"Burger, Pizza, Fast Food, Beverages, Continental, Italian, Lebanese"," Shahpur Jat, New Delhi","Spicy Meatballs, Savoury Crepe, Nutella Crepe, Hot Wings, Cappuccino, Potato Wedges",1071
1071,Oh My Gopala,"North Indian, Chinese, Street Food, Biryani"," Connaught Place, New Delhi","Dahi Puri Chaat, Stuffed Capsicum, Golgappa Shots, Pani Puri, Cheese Balls, Butter Roti",1072
1072,Moets Coco Palm,"South Indian, Chettinad, Kerala, Andhra, Seafood, Desserts, Beverages"," PVR City Centre Mall, MG Road, Gurgaon","Seafood Thali, Chettinad Curry, Chicken Dosa, Appam, Mysore Masala Dosa, Dahi Vada",1073
1073,Cafe Garage Inc.,"Chinese, South Indian, Biryani"," Safdarjung, New Delhi","Good Wifi, Weekend Brunch, Student Crowd, Elaborate Menu, Good Music, Customizable Food",1074
1074,Swad-E-Lazeez,"North Indian, Chinese, Mughlai, Biryani"," Amrapali Leisure Valley, Greater Noida","Chicken Tangdi, Achaari Chaap, Dahi Ke Sholey, Egg Curry, Chicken Butter Masala, Afghani Chicken",1075
1075,Mealodrama Modern Bistro,"North Indian, Chinese, Continental, Fast Food, Mughlai"," Rajouri Garden, New Delhi","Crispy Water Chestnut, Corn Poppers, Dahi Sholey, Tex Mex Burger, Chocolate Brownie Sizzler, Cheese Balls",1076
1076,The Shahi Foods,North Indian," Shahdara, New Delhi","Regular Thali, Bhindi Masala, Paneer Dhaniya Adraki, Chole Rice, Mushroom Masala, Paneer do Pyaza",1077
1077,"Squire- ""Shudhh Khao Shudhh Khilao""","North Indian, Chinese, Fast Food"," Sector 72, Noida","Keema Chicken, Mutton Tikka Masala, Keema Meat, Kheer, Chicken Curry, Butter Chicken",1078
1078,Five Star Dhaba,Mughlai," Paschim Vihar, New Delhi","Comfortable Seating Area, Excellent Food, Location, Cafe, Amazing Food, Main Course",1079
1079,One Degree East Cafe,"Chinese, Thai"," Chanakyapuri, New Delhi","Chicken Rara Masala, Lahori Chicken, Handi Paneer, Afghan Chicken, Honey Chilli Potatoes, Malai Chaap",1080
1080,Handi Mittra Di,"Mughlai, North Indian, Chinese, Kebab"," Crossing Republik, Ghaziabad","Bang for the Buck, Cozy Ambiance, Low Price, Prompt Service, Food Taste, Nice Food",1081
1081,Apna Dhaba & Caterers,North Indian," Mayapuri Phase 2, New Delhi","Kathi Rolls, Paneer Roll, Chicken Roll, Tandoori Momos, Butter Chicken",1082
1082,Wonder Taste of Spices,"North Indian, Chinese, Rolls, Mughlai"," Paschim Vihar, New Delhi","Chinese, Asian, Continental, North Indian, Beverages",1083
1083,Cake Innovation,"Bakery, Fast Food"," Sector 7, Gurgaon","Pomegranate Mojito, Masala Corn, Crispy Corn, Sizzlers, Toast, Virgin Mojito",1084
1084,Mystery of Spice,"North Indian, Chinese, Continental"," Hajipur, Noida","Say Cheese Fries, Belgian Fries, Chicken Crisp Burger, Veggie Delight, Loaded Fries, Nutella Waffle",1085
1085,The Belgian Fries Co - Burgers & Fries,"Burger, Fast Food, Continental, American, Belgian, Finger Food, Desserts, Beverages"," MGF Metropolitan Mall, MG Road, Gurgaon","Paneer Kurkure, Tandoori Veg Platter, Mughlai Food, Mutton Rogan Josh, Malai Kofta, Chilly Chicken",1086
1086,Chef Style,"North Indian, Chinese, Rolls"," Sector 53, Gurgaon","Mughlai Food, Shawarma, Kebabs, Chicken Biryani, Mutton, Rolls",1087
1087,Rampur Kitchen,"Rolls, Mughlai, Kebab"," The India Mall, New Friends Colony, New Delhi","Kheer, Mezze Platter, Kulfi, Mocktail, Kebabs, Dessert",1088
1088,CG's - Lounge Cafe Bar,"Continental, North Indian"," Rajouri Garden, New Delhi","Changezi Chicken, Butter Chicken, Tandoori Chicken, Thali, Roll, Biryani",1089
1089,Oliver Kitchen,"North Indian, Pizza, Chinese, Mughlai"," Sector 29, Faridabad","Peach Mocktail, Chicken Sliders, Fried Cheese, Loaded Fries, Peri Peri Fries, Waffles",1090
1090,Khidki,"Burger, Healthy Food, Continental, Fast Food, Desserts, Beverages"," Sector 15, Faridabad","Chicken Sui Mai Dimsum, Chilli Prawns, Thai Red Curry, Dim Sums, Kung Pao Chicken, Honey Chilli Potatoes",1091
1091,The Noodle Company,"Asian, Chinese, Thai"," Supermart 2, DLF Phase 4, Gurgaon","Chocolate Bouquet, Chocolate Desire, Chocolate Overload, Nutella Pancakes, Crepe, Nutella Waffle",1092
1092,Chocolate Desire,"Fast Food, Desserts, Beverages"," Sector 19, Noida","Breakfast, Bar, Server, Main Course, Hospitality, Good Ambience",1093
1093,Riviera,"Continental, North Indian, Chinese, Mediterranean, Fast Food, Beverages"," Ameya Suites, Jasola, New Delhi","Stir Fried Vegetables, Pan Fried Momos, Chilli Mushroom, Veg Manchurian Gravy, Drums of Heaven, Noodle",1094
1094,Hong Kong Express,"Chinese, Thai, Momos"," Raheja Mall, Sohna Road, Gurgaon","Good Valet Service, Loved it, Good Wifi, Fresh Food, Best Food, Student Crowd",1095
1095,Mast Punjabi Chap Corner,"North Indian, Momos, Rolls"," Rohini, New Delhi","Economical, Delivery Time, Good Quality Food, Best Food, Nice Food, Good Service",1096
1096,Ajay Arya Shudh Jaivik Bhojanalaya,North Indian," Sector 19, Faridabad","Reasonable Price, Good Taste, Perfect Place, Packing, Good Food, Good Service",1097
1097,Panditji (Sadar Bazar Wale),North Indian," Rohini, New Delhi","Chocolate Truffle Cake, Tiramisu, Hot Chocolate, Pastries, Cakes, Sandwiches",1098
1098,La Seine - The Chocolate Emporium,"Bakery, Fast Food, Desserts, Beverages"," Green Park, New Delhi","Sophisticated, Live Music, Beautiful Place, Server, Theme, Great Ambiance",1099
1099,Kebabs & Kurries - WelcomHotel Dwarka,"North Indian, Mughlai, Desserts"," WelcomHotel Dwarka, Sector 10, Dwarka, New Delhi","Mocha Frappe, Cappuccino, Hot Chocolate, Salad, Coffee, Pasta",1100
1100,Brick N Bean Cafe,"Italian, Continental, Fast Food, Beverages"," Sector 50, Gurgaon","Chinese, Asian, Continental, North Indian, Beverages",1101
1101,New Gole Hatti,Street Food," West Patel Nagar, New Delhi","Chicken Afghani, Drums of Heaven, Beers, Shahi Paneer, Drink, Soup",1102
1102,Aroma Rest O Bar,"North Indian, Mughlai, Chinese"," Karkardooma, New Delhi","Banana Pudding, Chocolate Muffin, Walnut Pie, Eclair, Dry Cake, Yummy Cake",1103
1103,Giruz,"Cafe, Sandwich, Desserts, Burger, Pizza, Fast Food, Beverages"," Baani Square, Sector 50, Gurgaon","Tandoori Chicken Wings, Peri Peri Fries, Brownie, Momos, Desserts, Shakes",1104
1104,Big Bang City,"Italian, North Indian, Mughlai, Modern Indian"," Janpath, New Delhi","Good Quantity, Portion Size, Great Food, Great Portions, Worth the Money, Price",1105
1105,Noodle Bowl,"Thai, Chinese, Tibetan, Japanese"," Sector 6, Dwarka, New Delhi","Peshawari Chicken, Panneer Butter Masala, Chilli Paneer, Paneer Lababdar, Honey Chilli Potato, Tandoori Chicken",1106
1106,Shibiya Restaurant,"North Indian, Chinese, Mughlai"," Sector 43, Faridabad","Chicken Pesto Sandwich, Mushroom Quiche, Blueberry Cheesecake, Cookies, Chocolate Truffle Cake, Tiramisu",1107
1107,The Coco Company,"Cafe, Bakery, Desserts, Fast Food"," Ninex City Mart Mall, Sohna Road, Gurgaon","Thai Spring Rolls, Jaljeera, Tiramisu, Mocktail, Mushrooms, Chilli Paneer",1108
1108,Foreign Dhaba Express,"Mughlai, North Indian, Continental, Chinese, Thai"," Punjabi Bagh, New Delhi","Potato Wedges, Bacon, Veg Burger, Chicken Burger, Pastas, Salads",1109
1109,Monster's Cafe,"North Indian, Continental, Italian, Chinese, Fast Food"," DLF Phase 4, Gurgaon","Seafood, Cocktail, Sizzlers, Honey Chilli Potatoes, Virgin Mojito, Spring Rolls",1110
1110,Knight,"North Indian, Italian, Chinese, Continental, Seafood, Beverages"," Connaught Place, New Delhi","Veggie Wrap, Chicken Quesadilla, Pesto Pasta, Grilled Sandwich, Bruschetta, Wraps",1111
1111,Fourty Four,"Sandwich, Pizza, Fast Food, Beverages"," Sector 45, Noida","Malai Kofta Curry, Panner Lababdar, Mushroom Masala, Soya Malai Chaap, Paneer Tikka Masala, Tandoori Chaap",1112
1112,Jugaad Kitchen,"North Indian, Chinese, Mughlai, Kebab, Momos"," Sector 31, Gurgaon","Tandoori Chai, Kullad Chai, Chicken Korma, Chicken Malai Tikka, Malai Chaap, Butter Naan",1113
1113,Ustadi,Biryani," Sector 72, Noida","Service and Quality of Food, Excellent Taste, Weekend Brunch, Customizable Food, Family Crowd, Good Music",1114
1114,Nawab's Biryani,"North Indian, Biryani, Mughlai"," Sector 18, Noida","Honey Chilli Fries, Coffee Latte, Belgian Shake, Chicken Lasagna, Dessert Counter, Chocolate Truffle Pastry",1115
1115,Q Bistro,"Cafe, Fast Food, Chinese, Beverages"," Janakpuri, New Delhi","Drunken Chicken, Butter Garlic Prawns, Spring Roll, Dimsums, Soup, Noodles",1116
1116,Empress Of China - Eros Hotel,"Chinese, Seafood, Desserts"," Eros Hotel, Nehru Place, New Delhi","Courteous Service, Decor, Good Ambience, Interior, Courteous Staff, Owner",1117
1117,Clip Kitchen,"Chinese, Italian, Continental, Asian, North Indian, Beverages"," Raj Nagar, Ghaziabad","Afghani Chaap, Kheer, Paneer Butter Masala, Kadhai Paneer, Tandoori Chicken, Butter Naan",1118
1118,The Second Wife Restaurant,"North Indian, Mughlai, Chinese, Fast Food"," Hajipur, Noida","Nutella Dosa, Sweet Dosa, Cheese Uttapam, Chocolate Dosa, Filtered Coffee, Mysore Masala Dosa",1119
1119,The Great Indian Dosa,South Indian," Delhi University-GTB Nagar, New Delhi","Banarasi Chaat, Pani Puri, Raj Kachori, Jalebi, Chole Bhature, Chilli Garlic Noodles",1120
1120,Delhi - Kingdom of Dreams,"North Indian, Street Food"," Kingdom of Dreams, Sector 29, Gurgaon","Good Quantity, Awesome Food, Owner, Great Food, Cafe, Good Service",1121
1121,Momopoly By Little Skillet,"Chinese, Fast Food, North Indian, Momos"," Sector 49, Gurgaon","Red Velvet Waffle, Cheese Bomb, Peri Fries, Waffle, White Sauce Pasta, Hot Chocolate",1122
1122,Mad Drop,"Burger, Pizza, Rolls, Sandwich, Fast Food, Desserts, Beverages"," Sector 21, Faridabad","Molten Chocolate Lava, Classic Margherita Pizza, Cheese Garlic Bread, Peri Peri Fries, Hummus, Nachos",1123
1123,Hudson Oven,"Cafe, Pizza"," Delhi University-GTB Nagar, New Delhi","Thick Shakes, Mixed Sauce Pasta, Mojito, Oreo Shake, Sandwiches, Burgers",1124
1124,Winkies,"Fast Food, Beverages"," Kavi Nagar, Ghaziabad","Chilli Potato Pops, Mushroom Chilli, Egg Noodles, Puri Sabzi, Masala Chaap Roll, Tandoori Chicken Wings",1125
1125,Chandni Chowk To Galwan Valley,"North Indian, Mughlai, Chinese, Biryani, Fast Food, Desserts"," DLF Phase 4, Gurgaon","Pancakes, Waffles, Mojito, Paneer Lababdar, Soya Chaap, Spring Rolls",1126
1126,Maestro,"Cafe, Italian, North Indian, Chinese"," Ashok Vihar Phase 1, New Delhi","Handi Dal, Soya Tikka, Tandoori Chaap, Lassi, Malai Chaap, Paneer Tikka",1127
1127,Kamal's,"North Indian, Fast Food, Street Food, Mithai, Beverages"," Sunder Nagar, New Delhi","Lusty Chicken Burger, Chicken Garlic Bread, Keema Kulcha, Chicken Sandwich, Peri Peri Fries, Red Sauce Pasta",1128
1128,Munch Nation,"North Indian, Chinese, Fast Food"," Ashok Vihar Phase 3, New Delhi","Hyderabadi Chicken, Briyani, Tawa Chicken, Veg Biryani, Egg, Paneer Butter Masala",1129
1129,Biryani By Moumita Biryani Pal,"Biryani, North Indian"," Palam, New Delhi","Pinni, Puri Chole, Barfi, Gajar Halwa, Jalebi, Lassi",1130
1130,Standard Burfee,"Mithai, Street Food"," Karol Bagh, New Delhi","Highly Recommended, Hygienic, Weekend Brunch, Cute Packaging, Student Crowd, Family Crowd",1131
1131,New Udupi Restaurant,"South Indian, Chinese"," Nehru Nagar, Ghaziabad","Gosht Roganjosh, Changezi Chicken, Phirni, Paneer Makhani, Mughlai Food, Soya Chaap",1132
1132,Cafe Purani Dilli,"North Indian, Mughlai, Biryani"," Punjabi Bagh, New Delhi","Sweet Corn Soup, Chilly Garlic Noodles, Veg Noodles, Chilly Chicken, Chicken Momos, Spring Rolls",1133
1133,Chinese Corner,Chinese," Vyapar Kendra, Sushant Lok, Gurgaon","Cheeseless Pizza, Couscous Salad, Spinach Corn Sandwich, Healthy Breakfast, Smoothies, Steak",1134
1134,The Diet Kitchen,"Continental, Healthy Food, Salad"," East Patel Nagar, New Delhi","Chocolate Truffle, Pastas, Pizzas, Chicken Wings, Cakes, Dessert",1135
1135,Slice of Italy,"Pizza, Italian"," Meharchand Market, Lodhi Colony, New Delhi","Mutton Keema Naan, Onion Kulcha, Sides, Paneer Lababdar, Malai Chaap, Paneer Butter Masala",1136
1136,Caspian,"North Indian, Chinese, Biryani"," Sector 50, Noida","Nutella Crepe, Churros, Iced Peach Tea, Waffles, Dessert, Sandwiches",1137
1137,Dayum,"Fast Food, Desserts, Beverages"," Delhi University-GTB Nagar, New Delhi","Family Crowd, Outdoor Seating, Young Crowd, Student Crowd, Customizable Food, Good Wifi",1138
1138,Oh My Grill,"North Indian, Chinese"," Shastri Nagar, Ghaziabad","Soya Malai Tikka, Rajma, Mughlai Food, Malai Kofta, Tandoori Momos, Kadhai Paneer",1139
1139,Tandoor Express,"Mughlai, North Indian, Chinese, Desserts, Beverages"," Golf Course Road, Gurgaon","Jodhpuri Paratha, Stuffed Tangri Kebab, Aloo Pyaz Paratha, Dahi Ke Sholey, Parathas, Achari Chaap",1140
1140,Aandaz Wakhra,"North Indian, Mughlai"," Spice World Mall, Sector 25, Noida","Fluffy Cakes, Design, Presentation, Prices, Quality, Experience",1141
1141,Cakesisland.com,"Bakery, Desserts"," Udyog Vihar, Gurgaon","Cheesy Garlic Bread, Kit Kat Shake, Mojito, White Sauce Pasta, Shakes, Pizzas",1142
1142,Oh Yummy,"Pizza, Pasta, Fast Food, Beverages"," Vikaspuri, New Delhi","Chicken Shawarama, Soya Chaap Roll, Chicken Lababdar, Pancakes, Egg Curry, Wraps",1143
1143,Wrapchick,"North Indian, Chinese, BBQ, Lebanese"," Sushant Shopping Arcade, Sushant Lok, Gurgaon, Gurgaon","Tawa Paneer, Panneer Butter Masala, Kheer, Dal Tadka, Butter Roti, Kadhai Paneer",1144
1144,Mealtime,North Indian," Gaur City 1, Greater Noida","Smokey Burger, Curly Fries, Veggie Burger, French Fries, Drink, Chicken",1145
1145,The Big Bun,"Burger, Beverages, Fast Food"," Rohini, New Delhi","Crispy Paratha, Kathi Rolls, Paneer Roll, Paneer Lababdar, Biryani, Dal Makhani",1146
1146,Kathi Junction,"Rolls, Beverages"," Sector 62, Noida","Soya Masala, Daal Tadka, Risotto, Chicken Biriyani, Cheese Pizza, Pastas",1147
1147,Ruchikaaram,"South Indian, North Indian"," DLF Phase 3, Gurgaon","Sweet Corn Pizza, Stuffed Garlic Bread, White Sauce Pasta, Pizzas, Corn, Pasta",1148
1148,Pizza Xpress,"Pizza, Fast Food"," Uttam Nagar, New Delhi","Spicy Chicken Roll, Chicken Tikka Sandwich, Red Pasta, Cheese Burger, Kit Kat Shake, Wraps",1149
1149,2 Dollar Cafe,"Chinese, North Indian, Salad, Sandwich, Burger, Rolls, Beverages"," Gaur City 2, Greater Noida","Exotic Fruit Salad, Healthy Breakfast, Juices, Smoothies, Salads, Drink",1150
1150,P:YO - The Micro Juicery,"Beverages, Juices, Healthy Food"," Sector 54, Gurgaon","Variety of Pizza, Customizable Dishes, Family Crowd, Good Wifi, Good Music, Student Crowd",1151
1151,Vintage Kitchen,"Continental, Beverages, Italian, Desserts"," DLF Phase 1, Gurgaon","Mutton Choppan Kebab, Sheer Yakh, Qabuli Uzbeki, Kabuli Pulao, Green Tea, Phirni",1152
1152,Afghan Darbar Restaurant,"Afghan, Kebab, Beverages"," Lajpat Nagar 2, New Delhi","Shaami Kebab, Haleem, Changezi Chicken, Murgh Malai Tikka, Paneer Makhani, Mughlai Food",1153
1153,Alrumi Food Company,"North Indian, Mughlai, Rolls"," DLF Phase 4, Gurgaon","Mutton Kalimirch, Matka Murgh, Matka Chicken, Mutton Handi, Panneer Butter Masala, Garlic Naan",1154
1154,M2 Meat Murga,"North Indian, Mughlai, Chinese"," Sector 71, Noida","Arrabbiata Pasta, Stuffed Chicken Breast, Stroganoff, Peri Fries, Salads, Soup",1155
1155,Gut Gullie,"Fast Food, Healthy Food, Mexican"," PVR City Centre Mall, MG Road, Gurgaon",,1156
